"","name","num","val"
"1","y_ceng",1,-0.148345193561919
"2","y_ceng",2,0.475653118183134
"3","y_ceng",3,0.543764432194486
"4","y_ceng",4,-0.230159875309748
"5","y_ceng",5,0.466171319943012
"6","y_ceng",6,-0.255428995010884
"7","y_dmptlur",1,25
"8","y_dmptpi",1,-25
"9","y_dpadj",1,1
"10","y_ecd",1,0.155355791847603
"11","y_ecd",2,-0.0586015624043012
"12","y_ecd",3,1
"13","y_ecd",4,9.03906547573922
"14","y_ech",1,0.00289056976259488
"15","y_ech",2,-0.0241587322487147
"16","y_ech",3,0.500679410595054
"17","y_ech",4,0.00173679366937116
"18","y_eco",1,0.108870483121241
"19","y_eco",2,0.460971470782983
"20","y_eco",3,1
"21","y_eco",4,0.252176379778204
"22","y_egfi",1,-0.00162094414469576
"23","y_egfi",2,-0.124376166574168
"24","y_egfi",3,-0.194625430437242
"25","y_egfi",4,-0.102811140237748
"26","y_egfi",5,1.56042885241856
"27","y_egfi",6,0.00254485256154183
"28","y_egfi",7,-0.00229786536588905
"29","y_egfit",1,-0.4027
"30","y_egfit",2,-0.1
"31","y_egfit",3,1
"32","y_egfl",1,-6.05724990043832e-05
"33","y_egfl",2,-0.0693173629459347
"34","y_egfl",3,0.304886634748514
"35","y_egfl",4,-0.0497173512410432
"36","y_egfl",5,1.06211522107224
"37","y_egfl",6,-0.00263981778207476
"38","y_egfl",7,0.00266754741404763
"39","y_egflt",1,-0.375978
"40","y_egflt",2,-0.1
"41","y_egflt",3,1
"42","y_egfo",1,-0.00272437480660757
"43","y_egfo",2,-0.165188738562342
"44","y_egfo",3,-0.265503377521435
"45","y_egfo",4,-0.138133299130045
"46","y_egfo",5,1.89405171064892
"47","y_egfo",6,-0.00465994369973658
"48","y_egfo",7,0.00425167529183108
"49","y_egfot",1,-0.342813
"50","y_egfot",2,-0.1
"51","y_egfot",3,1
"52","y_egsi",1,-1.40574036102899e-05
"53","y_egsi",2,-0.202060903310823
"54","y_egsi",3,0.0513452287486494
"55","y_egsi",4,-0.0802709528945283
"56","y_egsi",5,1.12006766780111
"57","y_egsi",6,0.00446148413343801
"58","y_egsi",7,-0.00309415093313731
"59","y_egsit",1,-0.379944
"60","y_egsit",2,-0.1
"61","y_egsit",3,1
"62","y_egsl",1,0.000432632357275569
"63","y_egsl",2,-0.141196848507155
"64","y_egsl",3,0.173955823870621
"65","y_egsl",4,0.0375890446871869
"66","y_egsl",5,0.691640311388404
"67","y_egsl",6,-0.00155990173743291
"68","y_egsl",7,0.00183248591374156
"69","y_egslt",1,-0.259779
"70","y_egslt",2,-0.1
"71","y_egslt",3,1
"72","y_egso",1,-0.000200750580146966
"73","y_egso",2,-0.0937219893352657
"74","y_egso",3,0.547550787255695
"75","y_egso",4,0.164054446686808
"76","y_egso",5,0.273840611839889
"77","y_egso",6,-0.00239077240189727
"78","y_egso",7,0.00239745457404678
"79","y_egsot",1,-0.382643
"80","y_egsot",2,-0.1
"81","y_egsot",3,1
"82","y_eh",1,0.0118483000385577
"83","y_eh",2,0.357599375536678
"84","y_eh",3,0.216140215786926
"85","y_eh",4,1
"86","y_eh",5,-0.0513579067832338
"87","y_eh",6,0.0248724762372182
"88","y_emo",1,0.0170149718681775
"89","y_emo",2,-0.198475322581253
"90","y_emo",3,1.35232826383031
"91","y_emo",4,1.6739766812068
"92","y_emo",5,0.356628323127772
"93","y_emo",6,0.38031136055622
"94","y_empt",1,0.1
"95","y_empt",2,1
"96","y_epd",1,0.163964872242712
"97","y_epd",2,0.444615897950031
"98","y_epd",3,0.369959779164813
"99","y_epd",4,0.5
"100","y_epi",1,0.0121172451748659
"101","y_epi",2,0.681903562235783
"102","y_epi",3,0.176678212923253
"103","y_epi",4,0.212294527301806
"104","y_eps",1,0.0666096567611056
"105","y_eps",2,0.542564647210923
"106","y_eps",3,0.326173390809136
"107","y_eps",4,0.5
"108","y_eps",5,-0.0969797583484995
"109","y_ex",1,0.811862931961027
"110","y_ex",2,-0.107480708761853
"111","y_ex",3,1.38575824141273
"112","y_ex",4,1.09285611828806
"113","y_ex",5,1.01456101022041
"114","y_fgdpt",1,-0.458264
"115","y_fgdpt",2,-0.1
"116","y_fgdpt",3,1
"117","y_fpi10",1,0.704582916937298
"118","y_fpi10",2,0.295417083062702
